age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
30.00,management,single,tertiary,no,201.00,yes,no,cellular,17.00,mar,325.00,2.00,-1.00,0.00,unknown,yes
31.00,self-employed,single,secondary,no,1086.00,no,no,cellular,20.00,nov,410.00,1.00,-1.00,0.00,unknown,no
38.00,management,divorced,tertiary,no,4335.00,yes,no,cellular,20.00,nov,640.00,1.00,-1.00,0.00,unknown,no
34.00,services,divorced,secondary,no,44.00,no,no,unknown,9.00,jun,118.00,1.00,-1.00,0.00,unknown,no
48.00,unknown,married,unknown,no,286.00,no,no,cellular,30.00,jul,166.00,2.00,-1.00,0.00,unknown,no
46.00,blue-collar,divorced,primary,no,216.00,no,no,cellular,2.00,feb,173.00,1.00,-1.00,0.00,unknown,no
42.00,admin.,married,secondary,no,214.00,yes,no,unknown,28.00,may,21.00,24.00,-1.00,0.00,unknown,no
41.00,blue-collar,married,secondary,no,343.00,yes,no,unknown,14.00,may,89.00,7.00,-1.00,0.00,unknown,no
33.00,blue-collar,married,secondary,no,-77.00,yes,no,cellular,28.00,jul,151.00,3.00,-1.00,0.00,unknown,no
39.00,blue-collar,married,primary,no,1046.00,no,no,unknown,19.00,jun,112.00,4.00,-1.00,0.00,unknown,no
27.00,student,single,secondary,no,1566.00,no,no,cellular,30.00,jan,164.00,5.00,-1.00,0.00,unknown,no
26.00,management,single,tertiary,no,592.00,no,no,telephone,29.00,jan,145.00,2.00,164.00,1.00,other,no
38.00,management,single,tertiary,no,104.00,yes,no,cellular,6.00,may,606.00,3.00,-1.00,0.00,unknown,yes
48.00,blue-collar,married,secondary,no,0.00,yes,no,unknown,26.00,may,105.00,1.00,-1.00,0.00,unknown,no
54.00,services,married,secondary,no,-22.00,no,yes,cellular,9.00,jul,85.00,1.00,-1.00,0.00,unknown,no
51.00,services,married,secondary,no,0.00,no,no,cellular,18.00,jul,439.00,3.00,-1.00,0.00,unknown,no
47.00,technician,married,secondary,no,72.00,no,no,unknown,29.00,may,278.00,1.00,-1.00,0.00,unknown,no
53.00,technician,married,secondary,no,100.00,no,no,cellular,13.00,aug,205.00,4.00,-1.00,0.00,unknown,no
35.00,blue-collar,married,primary,no,319.00,yes,no,cellular,16.00,jul,221.00,1.00,-1.00,0.00,unknown,no
58.00,management,married,tertiary,no,9339.00,yes,no,telephone,18.00,nov,52.00,3.00,172.00,3.00,other,no
52.00,management,divorced,tertiary,no,50.00,yes,no,unknown,12.00,jun,84.00,3.00,-1.00,0.00,unknown,no
57.00,retired,married,secondary,yes,32.00,yes,no,cellular,15.00,may,476.00,3.00,-1.00,0.00,unknown,no
52.00,management,married,tertiary,no,6922.00,no,no,cellular,20.00,nov,371.00,1.00,-1.00,0.00,unknown,no
35.00,management,single,tertiary,no,633.00,yes,no,cellular,17.00,apr,128.00,3.00,-1.00,0.00,unknown,no
48.00,technician,married,secondary,no,4265.00,yes,no,unknown,13.00,may,220.00,2.00,-1.00,0.00,unknown,no
46.00,entrepreneur,married,tertiary,no,2262.00,no,no,telephone,14.00,jul,44.00,14.00,-1.00,0.00,unknown,no
39.00,services,married,secondary,no,1970.00,yes,no,unknown,8.00,jun,30.00,1.00,404.00,2.00,success,no
38.00,self-employed,divorced,tertiary,no,1513.00,no,no,cellular,7.00,may,330.00,1.00,342.00,1.00,failure,no
34.00,entrepreneur,married,secondary,no,4659.00,yes,no,unknown,30.00,aug,28.00,1.00,-1.00,0.00,unknown,no
47.00,entrepreneur,married,primary,no,668.00,no,no,cellular,12.00,may,908.00,1.00,-1.00,0.00,unknown,no
35.00,management,divorced,tertiary,no,649.00,no,no,cellular,16.00,apr,177.00,1.00,-1.00,0.00,unknown,no
46.00,blue-collar,divorced,primary,no,452.00,yes,no,unknown,9.00,may,113.00,4.00,-1.00,0.00,unknown,no
27.00,admin.,single,secondary,no,-145.00,yes,no,telephone,15.00,may,289.00,8.00,-1.00,0.00,unknown,no
31.00,blue-collar,married,secondary,no,-498.00,yes,no,cellular,21.00,jul,357.00,1.00,-1.00,0.00,unknown,no
31.00,management,single,tertiary,no,0.00,no,no,cellular,28.00,aug,38.00,16.00,-1.00,0.00,unknown,no
46.00,admin.,married,secondary,no,22.00,yes,no,cellular,7.00,aug,414.00,4.00,-1.00,0.00,unknown,no
31.00,admin.,married,secondary,no,2304.00,yes,no,cellular,20.00,nov,257.00,2.00,-1.00,0.00,unknown,no
33.00,management,married,tertiary,no,1412.00,yes,no,unknown,19.00,aug,480.00,1.00,-1.00,0.00,unknown,yes
42.00,housemaid,married,primary,no,145.00,no,no,cellular,20.00,aug,252.00,2.00,-1.00,0.00,unknown,no
33.00,management,single,primary,no,4897.00,yes,no,unknown,20.00,may,151.00,1.00,-1.00,0.00,unknown,no
40.00,housemaid,married,primary,no,1832.00,no,no,cellular,6.00,feb,213.00,4.00,-1.00,0.00,unknown,no
51.00,blue-collar,married,primary,no,3726.00,no,yes,cellular,27.00,aug,119.00,12.00,-1.00,0.00,unknown,no
31.00,unemployed,married,tertiary,no,591.00,no,no,cellular,21.00,nov,161.00,2.00,-1.00,0.00,unknown,no
62.00,retired,divorced,tertiary,no,0.00,no,no,cellular,13.00,nov,227.00,2.00,-1.00,0.00,unknown,yes
24.00,student,single,secondary,no,508.00,yes,no,telephone,18.00,may,12.00,3.00,374.00,1.00,other,no
48.00,unemployed,married,secondary,no,817.00,no,no,cellular,14.00,jan,517.00,1.00,282.00,4.00,success,yes
41.00,technician,divorced,secondary,no,348.00,yes,no,cellular,7.00,may,225.00,2.00,275.00,2.00,failure,no
43.00,management,married,tertiary,no,291.00,yes,no,unknown,9.00,may,150.00,2.00,-1.00,0.00,unknown,no
52.00,technician,married,secondary,no,3554.00,no,yes,cellular,8.00,jul,89.00,1.00,-1.00,0.00,unknown,no
54.00,blue-collar,married,primary,no,781.00,yes,no,unknown,9.00,may,103.00,2.00,-1.00,0.00,unknown,no
32.00,technician,divorced,tertiary,no,267.00,no,no,cellular,26.00,may,128.00,1.00,-1.00,0.00,unknown,no
38.00,blue-collar,married,primary,no,1327.00,yes,no,cellular,20.00,nov,277.00,1.00,-1.00,0.00,unknown,no
41.00,admin.,married,primary,no,-306.00,yes,no,unknown,15.00,may,500.00,1.00,-1.00,0.00,unknown,yes
31.00,blue-collar,single,primary,no,864.00,yes,no,telephone,14.00,may,113.00,2.00,-1.00,0.00,unknown,no
35.00,housemaid,married,tertiary,no,1265.00,yes,no,cellular,15.00,may,326.00,5.00,179.00,4.00,failure,yes
26.00,admin.,married,secondary,no,0.00,no,no,unknown,27.00,may,755.00,1.00,-1.00,0.00,unknown,no
52.00,technician,married,tertiary,no,214.00,no,no,cellular,29.00,aug,161.00,3.00,-1.00,0.00,unknown,no
58.00,retired,married,secondary,no,425.00,yes,yes,cellular,17.00,nov,100.00,1.00,-1.00,0.00,unknown,no
57.00,housemaid,married,tertiary,no,3.00,no,no,cellular,4.00,aug,142.00,2.00,-1.00,0.00,unknown,no
34.00,management,married,tertiary,no,0.00,yes,no,unknown,8.00,may,214.00,2.00,-1.00,0.00,unknown,no
59.00,blue-collar,married,primary,no,0.00,no,no,cellular,18.00,nov,167.00,2.00,-1.00,0.00,unknown,no
27.00,technician,single,secondary,no,282.00,no,yes,cellular,9.00,jul,676.00,5.00,-1.00,0.00,unknown,no
42.00,entrepreneur,married,tertiary,no,0.00,no,no,cellular,9.00,jul,236.00,1.00,-1.00,0.00,unknown,no
47.00,housemaid,single,tertiary,no,3727.00,no,no,unknown,12.00,jun,993.00,6.00,-1.00,0.00,unknown,yes
33.00,blue-collar,married,secondary,no,0.00,yes,yes,cellular,28.00,jul,83.00,12.00,-1.00,0.00,unknown,no
31.00,services,single,secondary,no,864.00,yes,no,cellular,6.00,may,100.00,1.00,-1.00,0.00,unknown,no
37.00,management,married,tertiary,no,4089.00,yes,no,cellular,2.00,feb,289.00,2.00,174.00,4.00,other,yes
29.00,blue-collar,married,secondary,no,-478.00,no,yes,cellular,8.00,jul,528.00,2.00,-1.00,0.00,unknown,no
38.00,unemployed,married,primary,no,-363.00,no,no,unknown,12.00,jun,340.00,2.00,-1.00,0.00,unknown,no
35.00,self-employed,married,secondary,no,8883.00,no,no,cellular,21.00,nov,33.00,3.00,-1.00,0.00,unknown,no
31.00,technician,single,secondary,no,1970.00,no,no,telephone,17.00,apr,284.00,3.00,-1.00,0.00,unknown,no
62.00,management,married,tertiary,no,1859.00,no,no,telephone,6.00,aug,245.00,3.00,-1.00,0.00,unknown,yes
32.00,technician,single,tertiary,no,1059.00,yes,no,cellular,17.00,apr,115.00,1.00,-1.00,0.00,unknown,no
31.00,services,married,secondary,no,388.00,yes,no,unknown,5.00,may,730.00,2.00,-1.00,0.00,unknown,no
51.00,blue-collar,divorced,primary,no,602.00,yes,no,cellular,11.00,may,347.00,1.00,284.00,2.00,failure,no
29.00,services,single,secondary,no,0.00,no,no,cellular,17.00,jul,58.00,1.00,-1.00,0.00,unknown,no
43.00,blue-collar,married,primary,no,255.00,yes,no,cellular,17.00,jul,180.00,1.00,-1.00,0.00,unknown,no
36.00,blue-collar,married,secondary,no,63.00,yes,no,unknown,2.00,jun,56.00,8.00,-1.00,0.00,unknown,no
34.00,self-employed,married,primary,no,712.00,yes,no,unknown,2.00,jun,326.00,3.00,-1.00,0.00,unknown,no
29.00,services,married,secondary,no,57.00,yes,no,telephone,21.00,jul,342.00,9.00,-1.00,0.00,unknown,no
57.00,retired,married,secondary,no,523.00,no,yes,cellular,2.00,feb,49.00,6.00,-1.00,0.00,unknown,no
43.00,management,married,tertiary,no,422.00,no,no,cellular,12.00,aug,110.00,1.00,-1.00,0.00,unknown,no
33.00,services,married,secondary,no,386.00,no,no,cellular,12.00,nov,253.00,1.00,92.00,4.00,failure,yes
60.00,management,married,tertiary,no,3387.00,no,no,cellular,14.00,aug,636.00,2.00,-1.00,0.00,unknown,no
51.00,technician,married,primary,no,260.00,no,no,cellular,19.00,aug,137.00,2.00,-1.00,0.00,unknown,no
40.00,admin.,single,secondary,no,-1.00,no,no,cellular,7.00,jul,173.00,1.00,-1.00,0.00,unknown,no
51.00,technician,married,secondary,no,1490.00,yes,no,cellular,18.00,jul,227.00,2.00,-1.00,0.00,unknown,no
38.00,services,married,secondary,no,497.00,yes,yes,unknown,19.00,may,88.00,5.00,-1.00,0.00,unknown,no
35.00,technician,married,secondary,no,1707.00,yes,no,unknown,2.00,jun,426.00,3.00,-1.00,0.00,unknown,no
47.00,technician,married,secondary,no,826.00,yes,no,telephone,18.00,nov,195.00,3.00,112.00,8.00,other,no
45.00,blue-collar,married,primary,no,907.00,no,no,cellular,18.00,aug,230.00,8.00,-1.00,0.00,unknown,no
40.00,services,married,secondary,no,1836.00,yes,no,cellular,12.00,may,750.00,2.00,-1.00,0.00,unknown,yes
29.00,entrepreneur,single,secondary,no,404.00,no,no,cellular,30.00,jan,413.00,3.00,-1.00,0.00,unknown,no
52.00,management,divorced,tertiary,no,907.00,yes,no,unknown,4.00,jun,104.00,2.00,-1.00,0.00,unknown,no
26.00,technician,married,secondary,no,18.00,yes,yes,cellular,5.00,may,138.00,1.00,-1.00,0.00,unknown,no
31.00,blue-collar,single,primary,no,-495.00,yes,no,unknown,29.00,may,334.00,2.00,-1.00,0.00,unknown,no
55.00,services,married,unknown,no,1210.00,yes,no,unknown,30.00,may,868.00,1.00,-1.00,0.00,unknown,no
35.00,services,married,secondary,no,819.00,yes,no,telephone,14.00,jul,102.00,14.00,-1.00,0.00,unknown,no
56.00,management,divorced,tertiary,no,442.00,no,no,unknown,28.00,may,77.00,3.00,-1.00,0.00,unknown,no
28.00,blue-collar,single,secondary,no,-46.00,yes,no,cellular,1.00,sep,199.00,1.00,92.00,14.00,success,yes
27.00,student,single,secondary,no,671.00,yes,no,unknown,7.00,may,332.00,2.00,-1.00,0.00,unknown,no
30.00,technician,married,secondary,no,371.00,no,no,cellular,7.00,aug,124.00,2.00,-1.00,0.00,unknown,no
51.00,technician,married,tertiary,no,-3.00,no,no,cellular,25.00,aug,91.00,9.00,-1.00,0.00,unknown,no
33.00,management,married,secondary,no,11.00,yes,no,cellular,4.00,may,104.00,3.00,-1.00,0.00,unknown,no
32.00,blue-collar,single,secondary,no,33.00,yes,no,cellular,18.00,may,125.00,1.00,368.00,4.00,failure,no
43.00,entrepreneur,married,secondary,no,104.00,yes,no,cellular,18.00,jul,635.00,3.00,-1.00,0.00,unknown,yes
46.00,blue-collar,married,primary,no,174.00,no,yes,cellular,15.00,jul,90.00,1.00,-1.00,0.00,unknown,no
32.00,management,married,tertiary,no,3107.00,yes,yes,cellular,25.00,jul,310.00,1.00,-1.00,0.00,unknown,no
40.00,services,married,secondary,no,1438.00,yes,no,cellular,6.00,may,207.00,1.00,351.00,2.00,failure,no
39.00,blue-collar,married,secondary,no,1367.00,no,no,unknown,12.00,jun,43.00,1.00,-1.00,0.00,unknown,no
51.00,blue-collar,married,primary,no,-11.00,no,no,telephone,16.00,jul,126.00,4.00,-1.00,0.00,unknown,no
46.00,admin.,single,secondary,no,1693.00,yes,no,cellular,25.00,jan,137.00,1.00,97.00,1.00,success,no
43.00,blue-collar,married,primary,no,778.00,yes,yes,unknown,15.00,may,284.00,5.00,-1.00,0.00,unknown,no
36.00,technician,married,tertiary,no,837.00,no,no,cellular,28.00,aug,68.00,6.00,-1.00,0.00,unknown,no
48.00,management,married,tertiary,no,363.00,no,no,cellular,18.00,nov,67.00,1.00,-1.00,0.00,unknown,no
26.00,admin.,single,secondary,no,236.00,yes,yes,cellular,18.00,may,8.00,2.00,-1.00,0.00,unknown,no
39.00,admin.,single,unknown,no,0.00,yes,no,cellular,11.00,may,62.00,1.00,-1.00,0.00,unknown,no
47.00,management,married,tertiary,no,-50.00,no,yes,cellular,7.00,jul,175.00,1.00,-1.00,0.00,unknown,no
23.00,entrepreneur,single,primary,no,4.00,yes,no,unknown,13.00,may,395.00,2.00,-1.00,0.00,unknown,yes
54.00,management,divorced,tertiary,no,26306.00,yes,no,cellular,11.00,feb,27.00,1.00,84.00,3.00,failure,no
38.00,admin.,married,secondary,no,46.00,yes,yes,unknown,6.00,may,195.00,1.00,-1.00,0.00,unknown,no
33.00,technician,married,secondary,no,575.00,no,yes,cellular,4.00,feb,254.00,2.00,-1.00,0.00,unknown,no
35.00,admin.,divorced,secondary,no,148.00,no,yes,cellular,8.00,jul,199.00,1.00,-1.00,0.00,unknown,no
52.00,services,married,secondary,no,431.00,no,no,cellular,26.00,aug,73.00,17.00,-1.00,0.00,unknown,no
25.00,technician,single,tertiary,no,777.00,yes,no,unknown,14.00,may,351.00,1.00,-1.00,0.00,unknown,no
29.00,management,married,tertiary,no,199.00,yes,yes,unknown,7.00,may,1689.00,4.00,-1.00,0.00,unknown,yes
35.00,technician,single,tertiary,no,3552.00,no,no,cellular,21.00,nov,267.00,1.00,-1.00,0.00,unknown,no
49.00,services,married,secondary,no,47.00,no,no,unknown,5.00,may,234.00,2.00,-1.00,0.00,unknown,no
41.00,admin.,divorced,secondary,no,3823.00,no,no,cellular,26.00,apr,234.00,10.00,-1.00,0.00,unknown,no
32.00,management,married,tertiary,no,138.00,no,no,cellular,20.00,aug,94.00,4.00,-1.00,0.00,unknown,no
29.00,admin.,single,secondary,no,1117.00,yes,no,unknown,8.00,may,77.00,2.00,-1.00,0.00,unknown,no
28.00,blue-collar,married,secondary,no,1325.00,yes,no,cellular,15.00,may,242.00,1.00,-1.00,0.00,unknown,no
59.00,retired,married,secondary,no,0.00,no,no,cellular,18.00,jul,247.00,4.00,-1.00,0.00,unknown,no
34.00,entrepreneur,married,tertiary,no,4343.00,no,no,unknown,9.00,jun,85.00,4.00,-1.00,0.00,unknown,no
55.00,management,divorced,tertiary,no,1598.00,no,no,cellular,22.00,aug,607.00,4.00,-1.00,0.00,unknown,no
34.00,management,married,tertiary,no,3301.00,yes,no,cellular,17.00,jun,485.00,2.00,227.00,4.00,failure,yes
24.00,student,single,secondary,no,822.00,no,no,cellular,27.00,oct,184.00,1.00,91.00,2.00,failure,yes
42.00,technician,divorced,secondary,no,-280.00,yes,no,unknown,26.00,may,258.00,1.00,-1.00,0.00,unknown,no
34.00,management,single,unknown,no,1534.00,yes,no,cellular,16.00,apr,156.00,1.00,147.00,7.00,other,no
34.00,admin.,married,secondary,no,1671.00,no,no,unknown,21.00,may,160.00,1.00,-1.00,0.00,unknown,no
51.00,self-employed,married,tertiary,no,2007.00,no,no,unknown,16.00,jun,1021.00,1.00,-1.00,0.00,unknown,no
58.00,blue-collar,married,primary,no,0.00,yes,no,cellular,31.00,jul,5.00,25.00,-1.00,0.00,unknown,no
44.00,technician,married,secondary,no,2776.00,yes,no,cellular,27.00,jan,701.00,1.00,-1.00,0.00,unknown,yes
33.00,blue-collar,married,secondary,no,139.00,yes,yes,cellular,18.00,may,732.00,2.00,291.00,5.00,failure,yes
34.00,management,married,tertiary,no,573.00,no,no,cellular,10.00,aug,122.00,1.00,-1.00,0.00,unknown,no
34.00,admin.,married,secondary,no,475.00,yes,no,unknown,7.00,may,559.00,1.00,-1.00,0.00,unknown,no
42.00,blue-collar,divorced,secondary,no,47.00,yes,yes,unknown,8.00,may,141.00,1.00,-1.00,0.00,unknown,no
46.00,management,single,tertiary,no,2154.00,yes,no,cellular,21.00,jul,87.00,4.00,-1.00,0.00,unknown,no
31.00,self-employed,single,tertiary,no,96.00,no,no,cellular,5.00,feb,577.00,1.00,-1.00,0.00,unknown,no
39.00,entrepreneur,married,tertiary,no,83.00,yes,no,cellular,11.00,jul,193.00,2.00,-1.00,0.00,unknown,no
34.00,management,single,tertiary,no,6766.00,no,no,cellular,28.00,aug,210.00,5.00,-1.00,0.00,unknown,no
47.00,technician,married,secondary,no,3973.00,no,no,cellular,6.00,aug,732.00,2.00,-1.00,0.00,unknown,no
42.00,services,divorced,secondary,no,372.00,yes,yes,unknown,6.00,may,121.00,2.00,-1.00,0.00,unknown,no
48.00,blue-collar,single,secondary,no,-552.00,no,yes,cellular,21.00,nov,150.00,2.00,-1.00,0.00,unknown,no
30.00,self-employed,single,tertiary,no,48.00,no,no,cellular,21.00,nov,140.00,1.00,-1.00,0.00,unknown,no
38.00,technician,married,secondary,no,7696.00,yes,no,cellular,20.00,nov,386.00,2.00,-1.00,0.00,unknown,no
24.00,services,married,secondary,no,4500.00,yes,no,cellular,11.00,may,733.00,2.00,-1.00,0.00,unknown,yes
34.00,technician,married,secondary,no,1.00,yes,no,cellular,19.00,nov,108.00,1.00,-1.00,0.00,unknown,no
46.00,management,single,tertiary,no,46.00,no,yes,cellular,17.00,nov,80.00,1.00,152.00,1.00,failure,no
32.00,admin.,divorced,secondary,yes,-18.00,yes,no,unknown,12.00,may,155.00,3.00,-1.00,0.00,unknown,no
46.00,services,married,secondary,no,451.00,yes,yes,cellular,13.00,may,389.00,4.00,-1.00,0.00,unknown,no
26.00,self-employed,married,tertiary,no,479.00,yes,no,cellular,9.00,feb,133.00,3.00,-1.00,0.00,unknown,no
42.00,blue-collar,married,secondary,no,0.00,yes,no,cellular,21.00,nov,328.00,6.00,-1.00,0.00,unknown,no
50.00,technician,married,secondary,no,1130.00,yes,no,cellular,23.00,jul,119.00,2.00,-1.00,0.00,unknown,no
41.00,blue-collar,married,primary,no,389.00,yes,no,unknown,16.00,jun,87.00,6.00,-1.00,0.00,unknown,no
34.00,admin.,single,secondary,no,10.00,no,yes,cellular,18.00,nov,162.00,1.00,173.00,3.00,failure,no
32.00,services,married,secondary,no,401.00,yes,no,unknown,15.00,may,294.00,2.00,-1.00,0.00,unknown,no
58.00,housemaid,single,tertiary,no,145.00,yes,yes,cellular,16.00,jul,128.00,2.00,-1.00,0.00,unknown,no
45.00,technician,married,secondary,no,115.00,yes,no,cellular,6.00,may,108.00,1.00,-1.00,0.00,unknown,no
28.00,admin.,single,secondary,no,89.00,yes,yes,cellular,6.00,feb,172.00,2.00,-1.00,0.00,unknown,no
35.00,technician,married,secondary,no,94.00,yes,yes,unknown,14.00,may,208.00,5.00,-1.00,0.00,unknown,no
39.00,services,married,secondary,no,1438.00,yes,no,unknown,20.00,may,212.00,2.00,-1.00,0.00,unknown,no
49.00,unemployed,divorced,tertiary,no,780.00,no,no,cellular,8.00,nov,148.00,1.00,871.00,2.00,failure,no
50.00,management,married,tertiary,no,207.00,yes,no,cellular,4.00,feb,99.00,1.00,-1.00,0.00,unknown,no
37.00,management,married,tertiary,no,238.00,no,no,cellular,3.00,feb,185.00,1.00,92.00,1.00,success,yes
45.00,blue-collar,married,primary,no,2433.00,no,no,cellular,6.00,aug,133.00,2.00,-1.00,0.00,unknown,no
30.00,housemaid,single,secondary,no,1924.00,no,no,cellular,6.00,feb,170.00,1.00,-1.00,0.00,unknown,no
48.00,unemployed,married,tertiary,no,-471.00,yes,no,unknown,19.00,may,668.00,7.00,-1.00,0.00,unknown,no
36.00,management,single,tertiary,no,1531.00,yes,no,cellular,8.00,may,81.00,3.00,170.00,1.00,failure,no
41.00,management,single,secondary,no,764.00,no,no,cellular,12.00,jun,230.00,2.00,-1.00,0.00,unknown,no
55.00,blue-collar,married,secondary,no,383.00,no,no,unknown,5.00,may,287.00,1.00,-1.00,0.00,unknown,no
70.00,retired,married,primary,no,3782.00,no,no,cellular,16.00,mar,618.00,1.00,-1.00,0.00,unknown,no
41.00,management,married,tertiary,no,326.00,yes,no,cellular,5.00,may,788.00,1.00,-1.00,0.00,unknown,yes
47.00,services,divorced,secondary,no,691.00,no,no,cellular,6.00,feb,285.00,6.00,-1.00,0.00,unknown,no
34.00,technician,single,secondary,no,0.00,no,no,cellular,21.00,aug,163.00,2.00,-1.00,0.00,unknown,no
33.00,management,single,tertiary,no,99.00,no,no,cellular,8.00,jul,159.00,1.00,-1.00,0.00,unknown,no
58.00,retired,married,secondary,no,502.00,yes,no,cellular,12.00,may,197.00,2.00,370.00,3.00,failure,no
51.00,management,married,tertiary,no,-15.00,no,no,cellular,25.00,jul,212.00,2.00,-1.00,0.00,unknown,no
45.00,management,married,tertiary,no,1929.00,yes,no,unknown,29.00,may,44.00,15.00,-1.00,0.00,unknown,no
55.00,admin.,married,secondary,no,0.00,no,no,cellular,23.00,sep,180.00,2.00,238.00,3.00,success,no
30.00,blue-collar,single,primary,no,185.00,no,no,unknown,26.00,jun,11.00,1.00,-1.00,0.00,unknown,no
33.00,management,single,secondary,no,-424.00,yes,no,unknown,26.00,may,863.00,1.00,-1.00,0.00,unknown,no
27.00,services,single,secondary,no,0.00,yes,no,unknown,7.00,may,388.00,7.00,-1.00,0.00,unknown,no
59.00,retired,married,secondary,no,319.00,yes,no,unknown,5.00,may,143.00,3.00,-1.00,0.00,unknown,no
34.00,management,single,tertiary,no,171.00,yes,no,cellular,7.00,may,191.00,1.00,294.00,1.00,failure,no
47.00,technician,divorced,tertiary,no,-1148.00,yes,yes,unknown,27.00,may,62.00,2.00,-1.00,0.00,unknown,no
44.00,blue-collar,married,primary,no,-11.00,yes,no,unknown,9.00,may,13.00,1.00,-1.00,0.00,unknown,no
35.00,admin.,single,secondary,no,0.00,yes,no,cellular,13.00,may,1073.00,1.00,-1.00,0.00,unknown,yes
45.00,management,married,tertiary,no,-206.00,yes,no,cellular,6.00,may,337.00,2.00,-1.00,0.00,unknown,no
42.00,blue-collar,married,primary,no,704.00,yes,yes,telephone,31.00,jul,88.00,10.00,-1.00,0.00,unknown,no
38.00,technician,married,secondary,no,1931.00,no,no,cellular,2.00,jun,167.00,1.00,298.00,10.00,other,no
34.00,technician,single,secondary,no,943.00,no,no,cellular,29.00,aug,96.00,4.00,-1.00,0.00,unknown,no
35.00,technician,married,secondary,no,327.00,yes,no,cellular,13.00,apr,537.00,3.00,-1.00,0.00,unknown,no
29.00,management,single,secondary,no,-105.00,yes,no,unknown,27.00,may,5.00,3.00,-1.00,0.00,unknown,no
58.00,retired,married,secondary,no,983.00,no,no,cellular,5.00,aug,139.00,1.00,-1.00,0.00,unknown,no
44.00,blue-collar,single,primary,no,787.00,yes,no,unknown,30.00,may,570.00,2.00,-1.00,0.00,unknown,no
45.00,entrepreneur,married,tertiary,no,0.00,yes,no,cellular,29.00,jul,100.00,3.00,-1.00,0.00,unknown,no
43.00,blue-collar,married,secondary,no,3060.00,yes,no,unknown,15.00,may,253.00,2.00,-1.00,0.00,unknown,no
44.00,services,married,secondary,no,5780.00,yes,no,cellular,1.00,apr,525.00,2.00,-1.00,0.00,unknown,no
30.00,technician,single,secondary,no,790.00,no,no,cellular,20.00,aug,696.00,3.00,-1.00,0.00,unknown,no
38.00,unemployed,married,tertiary,no,1449.00,no,no,unknown,26.00,may,535.00,6.00,-1.00,0.00,unknown,no
50.00,technician,married,secondary,no,1412.00,no,no,cellular,6.00,aug,131.00,3.00,-1.00,0.00,unknown,no
21.00,student,single,secondary,no,681.00,no,no,unknown,20.00,aug,6.00,1.00,-1.00,0.00,unknown,no
38.00,entrepreneur,married,tertiary,no,228.00,yes,no,cellular,5.00,feb,105.00,1.00,-1.00,0.00,unknown,no
42.00,admin.,married,secondary,no,0.00,no,no,unknown,19.00,jun,370.00,1.00,-1.00,0.00,unknown,no
45.00,technician,single,tertiary,no,2087.00,no,no,cellular,29.00,aug,29.00,14.00,-1.00,0.00,unknown,no
34.00,entrepreneur,married,secondary,no,2.00,yes,yes,cellular,5.00,may,184.00,1.00,167.00,6.00,failure,no
48.00,technician,married,secondary,no,197.00,no,yes,cellular,3.00,feb,47.00,2.00,222.00,3.00,other,no
34.00,services,married,secondary,no,0.00,no,yes,unknown,2.00,jul,193.00,4.00,-1.00,0.00,unknown,no
32.00,blue-collar,married,secondary,no,1905.00,yes,no,cellular,16.00,jul,709.00,2.00,-1.00,0.00,unknown,yes
35.00,technician,married,tertiary,no,118.00,no,no,cellular,6.00,aug,358.00,2.00,-1.00,0.00,unknown,no
39.00,entrepreneur,married,tertiary,no,2644.00,yes,no,unknown,20.00,may,253.00,1.00,-1.00,0.00,unknown,no
36.00,self-employed,married,tertiary,no,16430.00,yes,no,unknown,6.00,jun,197.00,3.00,-1.00,0.00,unknown,no
35.00,technician,married,secondary,no,13.00,no,no,cellular,22.00,aug,94.00,2.00,-1.00,0.00,unknown,no
57.00,services,divorced,secondary,no,14.00,no,yes,cellular,22.00,jul,445.00,2.00,-1.00,0.00,unknown,no
28.00,technician,single,secondary,no,769.00,yes,no,cellular,15.00,may,153.00,1.00,371.00,2.00,failure,no
43.00,admin.,married,unknown,no,3485.00,no,no,unknown,18.00,jun,113.00,1.00,-1.00,0.00,unknown,no
57.00,management,married,secondary,no,139.00,no,no,cellular,17.00,aug,80.00,1.00,-1.00,0.00,unknown,no
34.00,services,divorced,secondary,no,202.00,yes,no,unknown,15.00,may,318.00,1.00,-1.00,0.00,unknown,no
36.00,technician,married,tertiary,no,6.00,yes,no,cellular,27.00,jan,100.00,1.00,435.00,1.00,failure,no
47.00,management,divorced,tertiary,no,2515.00,no,no,unknown,20.00,jun,40.00,3.00,-1.00,0.00,unknown,no
36.00,management,divorced,tertiary,no,5195.00,yes,no,unknown,2.00,jun,55.00,25.00,-1.00,0.00,unknown,no
33.00,management,married,tertiary,no,2098.00,no,no,cellular,20.00,nov,67.00,1.00,-1.00,0.00,unknown,no
57.00,management,married,tertiary,no,320.00,no,no,cellular,7.00,aug,76.00,2.00,-1.00,0.00,unknown,no
57.00,management,married,tertiary,no,3431.00,yes,no,unknown,16.00,may,73.00,1.00,-1.00,0.00,unknown,no
34.00,admin.,married,secondary,no,50.00,yes,no,unknown,20.00,may,89.00,2.00,-1.00,0.00,unknown,no
51.00,housemaid,divorced,tertiary,no,370.00,yes,no,cellular,19.00,aug,109.00,3.00,-1.00,0.00,unknown,no
